,user_id,country_cd,gender,nationality,platform_type_name,trading_experience,title,network,bux_account_created_dts,account_type,ams_first_funded_dts,initial_deposit_amount,sum_deposits,cnt_deposits
41,08d152ea-146b-46bb-833b-e172ec52ea24,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-21 12:45:48.519,FUN_BUX,,,,
42,08d84b2e-aec5-4246-ba0a-c9ea8fe3c2f8,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-24 08:14:18.224,FUN_BUX,,,,
43,08f0d454-49eb-4b2f-adf9-48e3e32b7e4d,AT,,,Android,NONE,Rookie Trader,Viral Invites,2018-01-19 19:19:30.770,FUN_BUX,,,,
44,0924c435-ee17-46a1-91ce-e94b2db0f1e3,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-17 21:56:28.400,FUN_BUX,,,,
45,093ec7aa-14e6-48ce-8f93-852abddba9a7,AT,MALE,AT,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-22 20:34:14.682,SERIOUS_BUX,2018-01-23 10:24:17.000,200.0000000,200.0000000,1.0
46,0945772a-5fc2-4afa-aa76-fb0a8d03ba80,AT,MALE,AT,Android,NONE,Rookie Trader,Facebook Installs,2018-01-08 06:40:52.697,FUN_BUX,,,,
47,09802a0a-fbda-496e-a1e7-4a16d7d00645,AT,,,Android,NONE,Rookie Trader,Facebook Installs,2018-01-07 12:12:25.787,FUN_BUX,,,,
48,098d11a7-7022-4e0a-857c-6b61a5eddf5f,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-21 17:11:41.590,FUN_BUX,,,,
49,09967e2f-3581-4e79-bd1f-b108363a703a,AT,MALE,AT,Android,SOME,Experienced Trader,Viral Invites,2018-01-05 20:31:04.428,FUN_BUX,,,,
50,09a7d767-dfde-4742-96a8-2a7b03ad1f64,AT,,,Android,NONE,Rookie Trader,Instagram Installs,2018-01-20 12:58:27.586,FUN_BUX,,,,
51,09d32138-7cc5-4ac8-89d2-8a938823f730,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-06 23:58:41.799,FUN_BUX,,,,
52,09e95ad2-0e8e-45d9-98f1-e06a9118aa2d,AT,,,Android,NONE,Rookie Trader,Instagram Installs,2018-01-09 08:40:07.679,FUN_BUX,,,,
53,09eaa777-836e-4e92-a06a-670b4e9f8f5e,AT,,,Android,SOME,Experienced Trader,Adwords UAC Installs,2018-01-07 18:59:33.045,FUN_BUX,,,,
54,0acae3ed-0a6c-4da4-bdd2-9edfb4db4329,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-26 21:17:10.843,FUN_BUX,,,,
55,0b0bfb09-0e2f-4d7b-9104-56d3585c3430,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-16 06:44:58.861,FUN_BUX,,,,
56,0b1c3b06-f9da-483d-a77a-323533c75345,AT,MALE,AT,Android,SOME,Experienced Trader,Organic,2018-01-23 17:38:54.646,SERIOUS_BUX,2018-01-25 12:14:43.000,1000.0000000,1500.0000000,2.0
57,0b2efb1a-9c4a-4503-a9ee-4769711cbbf2,AT,,,Android,SOME,Experienced Trader,Adwords Search Installs,2018-01-13 14:30:17.161,FUN_BUX,,,,
58,0b9a0b4a-2c4c-49a5-a669-34c8355465a2,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-22 14:53:24.085,FUN_BUX,,,,
59,0bc8bd7a-f5e6-462b-95d2-ae737cd05847,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-23 10:03:02.825,FUN_BUX,,,,
60,0be6e01b-cd6b-49a6-b1a5-f6f719359e49,AT,,,Android,NONE,Rookie Trader,Facebook Installs,2018-01-03 10:24:40.781,FUN_BUX,,,,
61,0bf11ade-31b7-481f-bd43-06db5d72b888,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-27 14:18:07.644,FUN_BUX,,,,
62,0c8d1314-69cc-4644-800d-307a7a53756e,AT,MALE,AT,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-16 07:57:27.442,FUN_BUX,,,,
63,0cadc000-030e-4cff-b26e-6c0534ef1aa0,AT,,,Android,NONE,Rookie Trader,Facebook Installs,2018-01-17 17:39:52.865,FUN_BUX,,,,
64,0caecc77-5466-483c-8f5a-88e7d328af22,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-28 10:01:25.468,FUN_BUX,,,,
65,0d0a5b61-6ac9-42cf-b72d-a1e8dec415ae,AT,,,Android,SOME,Experienced Trader,Organic,2018-01-23 09:03:30.103,FUN_BUX,,,,
66,0d0d66b8-8eb5-48d0-9731-277e52130192,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-28 19:58:03.589,FUN_BUX,,,,
67,0d5b8038-dcc3-4bf1-8c00-29c03ee233af,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-01 13:08:20.825,FUN_BUX,,,,
68,0d8c48c5-fa23-408f-a7c9-8fae8ba3d67b,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-18 17:02:41.716,FUN_BUX,,,,
69,0d920b28-6a60-4c1c-89fe-d23fc3aff80a,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-30 16:18:01.261,FUN_BUX,,,,
70,0d96c600-2a24-4945-ba13-8a5d7763e072,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-06 19:47:52.586,FUN_BUX,,,,
71,0d9e1e8a-fe74-454e-87a8-3e99507ae8a0,AT,,,Android,SOME,Experienced Trader,Organic,2018-01-12 16:39:49.317,FUN_BUX,,,,
72,0da328f8-0bd4-4df2-b1f5-6786ca420eaa,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-15 21:37:45.208,FUN_BUX,,,,
73,0db04d6e-a803-4175-a87b-49ccd8ac7633,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-12 00:06:23.363,FUN_BUX,,,,
74,0dd25b21-beca-4500-b378-0990948e6564,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-03 19:57:32.671,FUN_BUX,,,,
75,0e59ccbe-c163-4d4c-9ec4-06eb4082f879,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-14 18:37:48.987,FUN_BUX,,,,
76,0e63fd61-3c99-49ef-8385-e67fb2cd2e7f,AT,,,Android,NONE,Rookie Trader,E-Mail Marketing,2018-01-23 19:48:30.263,FUN_BUX,,,,
77,0e8d85c1-cb42-4308-994b-e053d9fba9e1,AT,MALE,AT,Android,NONE,Rookie Trader,Google Adwords Search,2018-01-16 09:18:13.893,FUN_BUX,,,,
78,0f1e1863-a4e7-4775-b5ea-572e670cc042,AT,,,Android,NONE,Rookie Trader,Instagram Installs,2018-01-07 19:34:59.930,FUN_BUX,,,,
79,0f532763-d472-49c6-a720-98a797983661,AT,MALE,AT,Android,NONE,Rookie Trader,Organic,2018-01-09 18:40:51.339,FUN_BUX,,,,
80,0faa7f3f-3b86-48cf-a808-9244fcfec4dc,AT,,,Android,SOME,Experienced Trader,Adwords UAC Installs,2018-01-15 17:32:29.306,FUN_BUX,,,,
81,0fb4650c-cbb8-4c70-b405-417889893975,AT,,,Android,SOME,Experienced Trader,Facebook Installs,2018-01-02 15:58:12.562,FUN_BUX,,,,
82,0ff69066-7d1f-4a3b-aa96-215917c2759e,AT,,,Android,SOME,Experienced Trader,Adwords UAC Installs,2018-01-01 20:13:31.881,FUN_BUX,,,,
83,1028a726-52cc-4bcd-ab6b-a3465b461046,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-11 15:02:19.414,FUN_BUX,,,,
84,102dc836-4c67-427e-a330-c88c03e1f95b,AT,,,Android,NONE,Rookie Trader,Facebook Installs,2018-01-21 23:07:35.458,FUN_BUX,,,,
85,10da09b2-d7b6-485c-a9dd-43e50ea36b31,AT,,,Android,NONE,Rookie Trader,Viral Invites,2018-01-19 12:05:56.552,FUN_BUX,,,,
86,114e37a7-31b9-444a-99c3-637c77852a28,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-29 15:41:18.112,FUN_BUX,,,,
87,11556913-6095-41fa-90a8-275500014ab2,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-07 05:54:43.525,FUN_BUX,,,,
88,116f7ba1-cf2f-4c19-8dfc-7a267d4dd530,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-25 17:19:36.147,FUN_BUX,,,,
89,11a42593-85a6-4d13-9ac5-5eaf4c998c80,AT,,,Android,NONE,Rookie Trader,Facebook Installs,2018-01-21 09:28:41.776,FUN_BUX,,,,
90,11e5449e-26a3-4f26-beb5-c26d64a1f2fd,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-05 21:38:49.351,FUN_BUX,,,,
91,11eb1190-a982-4ada-a22c-bcd0f5df7fdc,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-21 17:37:22.489,FUN_BUX,,,,
92,12139fe5-54f6-4eac-bd6c-dc803d039daf,AT,MALE,AT,Android,NONE,Rookie Trader,Organic,2018-01-06 18:18:25.326,FUN_BUX,,,,
93,121f239c-025e-4ea9-999c-2985143d8505,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-03 23:10:12.180,FUN_BUX,,,,
94,12fee8b9-1fef-4a7d-9462-095ce1cc0d77,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-23 13:39:27.297,FUN_BUX,,,,
95,13014778-e19d-45b1-8f61-f99e97d4adfb,AT,,,Android,NONE,Rookie Trader,Instagram Installs,2018-01-24 15:47:05.915,FUN_BUX,,,,
96,13540805-5858-4253-bfd6-16829ef55a50,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-11 20:03:26.338,FUN_BUX,,,,
97,137715d9-9fe2-4821-92e9-4de1e8425863,AT,,,Android,SOME,Experienced Trader,Adwords UAC Installs,2018-01-17 06:16:49.031,FUN_BUX,,,,
98,13b46ba5-9916-4690-9124-40ccf3f3bab8,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-05 16:44:24.781,FUN_BUX,,,,
99,140c63a5-5111-4dc9-b321-fdab994216a9,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-16 21:24:36.839,FUN_BUX,,,,
100,140ffbb8-7848-4ccd-9b8c-ce9ff456da31,AT,,,Android,SOME,Experienced Trader,Adwords UAC Installs,2018-01-16 22:37:04.645,FUN_BUX,,,,
101,14a77f49-ff0d-45f9-9ddc-7482c5bf042c,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-28 09:23:29.495,FUN_BUX,,,,
102,14bf2d28-722e-410c-9b8a-20b10b5dbd5e,AT,,,Android,NONE,Rookie Trader,Viral Invites,2018-01-16 14:05:07.983,FUN_BUX,,,,
103,14d8c793-4f96-48be-a91c-538e5139180f,AT,,,Android,SOME,Experienced Trader,Adwords UAC Installs,2018-01-05 18:34:44.962,FUN_BUX,,,,
104,14e365f3-b88f-469a-8139-a75963c16a8d,AT,,,Android,SOME,Experienced Trader,Adwords UAC Installs,2018-01-13 21:37:47.709,FUN_BUX,,,,
105,15535ea1-bae6-4ee0-9de9-ac40394979a1,AT,FEMALE,DE,Android,NONE,Rookie Trader,Facebook Installs,2018-01-05 07:50:44.365,FUN_BUX,,,,
106,1575cefa-3919-41b2-bab2-ef786893a467,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-16 09:51:45.903,FUN_BUX,,,,
107,15b1510f-6d2b-4bad-97ab-a5fd65d8db9f,AT,,,Android,NONE,Rookie Trader,Iconpeak,2018-01-20 01:25:18.125,FUN_BUX,,,,
108,15f57d23-f69c-4f8c-a6ef-f00a8d5b5add,AT,,,Android,NONE,Rookie Trader,Viral Invites,2018-01-24 19:24:19.575,FUN_BUX,,,,
109,164bc797-52c6-4b00-9a5f-328ab169188c,AT,MALE,DE,Android,NONE,Rookie Trader,Instagram Installs,2018-01-17 14:18:16.239,FUN_BUX,,,,
110,165712f6-5514-4794-befd-6a0cbefe5189,AT,,,Android,NONE,Rookie Trader,Viral Invites,2018-01-16 10:12:02.674,FUN_BUX,,,,
111,170c44ab-db99-4740-9456-0bda6ab4b69b,AT,,,Android,SOME,Experienced Trader,Adwords UAC Installs,2018-01-11 22:24:07.737,FUN_BUX,,,,
112,170f3797-018a-4bdc-ae9e-fda3437e7fa7,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-06 23:31:54.742,FUN_BUX,,,,
113,17a77cb4-292c-4417-aba0-fd4654703ee6,AT,,,Android,SOME,Experienced Trader,Organic,2018-01-20 23:43:00.238,FUN_BUX,,,,
114,17aa5603-4b4b-4d3e-81c7-8b66d15b45f6,AT,,,Android,SOME,Experienced Trader,Organic,2018-01-09 18:44:17.538,FUN_BUX,,,,
115,1826fc67-6c12-432a-b13f-3362d2b21dca,AT,,,Android,NONE,Rookie Trader,BUX Website,2018-01-27 15:07:08.077,FUN_BUX,,,,
116,18581b6c-d699-4e1d-a5b9-583ed3581b82,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-06 14:06:51.848,FUN_BUX,,,,
117,19227682-9007-48bf-a37f-0856c57efc88,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-11 19:29:47.322,FUN_BUX,,,,
118,19a360ac-aa4c-46d7-ba75-cc36093e7230,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-04 18:00:52.104,FUN_BUX,,,,
119,1a66662f-fbe8-4e87-80f0-b98ab2f36cce,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-26 02:00:23.311,FUN_BUX,,,,
120,1ab93e48-424c-434b-aee4-dee47ffaad46,AT,MALE,AT,Android,NONE,Rookie Trader,Organic,2018-01-24 15:15:55.311,SERIOUS_BUX,2018-02-02 04:47:28.000,50.0000000,50.0000000,1.0
121,1ad12b6b-8e63-42f8-98e7-e6aa2ee54511,AT,,,Android,SOME,Experienced Trader,Organic,2018-01-12 06:53:57.948,FUN_BUX,,,,
122,1ad48362-2c6f-4da2-8cca-034ef1e30d90,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-02 17:19:20.800,FUN_BUX,,,,
123,1b46acf7-d1e8-4e79-b412-78fe4715b97d,AT,,,Android,NONE,Rookie Trader,Twitter Installs,2018-01-01 11:03:56.752,FUN_BUX,,,,
124,1b4963ff-a25b-4c60-8d3c-4bfc58121858,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-06 14:56:06.986,FUN_BUX,,,,
125,1b5765ec-ca57-437f-ba23-9c8cff2fdc47,AT,,,Android,NONE,Rookie Trader,Facebook Installs,2018-01-15 11:31:34.812,FUN_BUX,,,,
126,1bf04618-cab9-44a3-9fbe-de6aeda1ef1f,AT,,,Android,NONE,Rookie Trader,Facebook Installs,2018-01-01 07:53:43.695,FUN_BUX,,,,
127,1c165a15-2209-471e-ae70-cfdc2831d657,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-25 14:57:43.877,FUN_BUX,,,,
128,1c4f5029-0ebc-4f9c-847e-321d4fca5f69,AT,,,Android,NONE,Rookie Trader,Facebook Installs,2018-01-17 06:41:19.685,FUN_BUX,,,,
129,1cc50abe-36bf-4186-820f-bdde69f823ed,AT,MALE,AT,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-28 20:40:16.834,FUN_BUX,,,,
130,1cf186d5-72b1-48ab-998f-d2c85efa6041,AT,,,Android,NONE,Rookie Trader,Viral Invites,2018-01-22 16:42:50.942,FUN_BUX,,,,
131,1d343c84-a581-4990-ac3c-fa003a856e32,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-10 14:56:40.912,FUN_BUX,,,,
132,1d3f254f-977e-4989-aa11-f27999625258,AT,MALE,AT,Android,SOME,Experienced Trader,Organic,2018-01-11 14:28:54.280,FUN_BUX,,,,
133,1d800d94-e0e0-411a-8115-0cc9a23ffb4e,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-23 21:05:54.277,FUN_BUX,,,,
134,1d817795-d900-4d96-9063-299993b299ba,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-27 14:40:44.738,FUN_BUX,,,,
135,1d899140-f34b-4918-8d12-5255081962de,AT,,,Android,SOME,Experienced Trader,Viral Invites,2018-01-10 19:23:16.082,FUN_BUX,,,,
136,1dbffbb3-cdcb-4905-a9be-20fe6e7b2fba,AT,,,Android,SOME,Experienced Trader,E-Mail Marketing,2018-01-03 06:15:28.351,FUN_BUX,,,,
137,1e352dc0-5452-4224-8a37-9b2b89fa1d26,AT,,,Android,NONE,Rookie Trader,Instagram Installs,2018-01-03 19:54:54.065,FUN_BUX,,,,
138,1e56e7a9-fe66-49fc-aae1-2e0b3518ace3,AT,,,Android,SOME,Experienced Trader,Organic,2018-01-17 10:36:18.470,FUN_BUX,,,,
139,1e8a73aa-a664-4746-8944-84c39c66d36a,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-12 12:56:12.912,FUN_BUX,,,,
140,1f5dbd31-e33d-4bd1-9dae-0415001de5ab,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-18 13:15:00.144,FUN_BUX,,,,
141,1fd8a792-0c14-49a9-af10-ded83c3f144f,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-28 10:42:55.957,FUN_BUX,,,,
142,202671ba-68f5-49d6-8ba8-bcdf8c1be56e,AT,MALE,AT,Android,SOME,Experienced Trader,Viral Invites,2018-01-01 12:37:35.595,FUN_BUX,,,,
143,20c1f323-e44e-423e-9b36-28cbec03ca14,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-16 14:24:47.059,FUN_BUX,,,,
144,20ef87e1-b123-406f-94ce-5c833c993e72,AT,,,Android,NONE,Rookie Trader,Facebook Installs,2018-01-26 21:44:41.099,FUN_BUX,,,,
145,2124e48f-1e81-44ef-9be6-b138b35cce94,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-09 23:36:07.816,FUN_BUX,,,,
146,21329f73-32d9-46e6-bc0e-e89413e0183d,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-11 06:46:22.872,FUN_BUX,,,,
147,2165f022-4004-4158-b0cc-a05c55f1f1ce,AT,MALE,AT,Android,SOME,Experienced Trader,Organic,2018-01-23 10:55:27.981,SERIOUS_BUX,2018-01-29 18:41:10.000,50.0000000,200.0000000,3.0
148,2184d664-1592-4b32-92c6-ccfbd9523877,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-01 10:11:59.624,FUN_BUX,,,,
149,21934765-6b80-4af6-8589-157e6364823a,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-31 20:28:58.387,FUN_BUX,,,,
150,2196f601-7204-4ef9-9720-ade435cccc31,AT,,,Android,SOME,Experienced Trader,Instagram Installs,2018-01-29 16:45:44.987,FUN_BUX,,,,
151,21af8dc9-da03-434b-b18e-e332e9d18acb,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-21 14:20:48.772,FUN_BUX,,,,
152,21be77b6-ba7a-4754-acc4-1fe8bf3ee8f3,AT,MALE,AT,Android,NONE,Rookie Trader,Facebook Installs,2018-01-15 18:54:39.522,FUN_BUX,,,,
153,220467c9-819c-452e-a3a2-f6e7bf153c13,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-09 21:29:01.972,FUN_BUX,,,,
154,22052b28-af47-4b1d-8715-6b557fbad5c6,AT,,,Android,NONE,Rookie Trader,Facebook Installs,2018-01-02 19:26:55.052,FUN_BUX,,,,
155,220e8f4b-e1fc-4996-a9d2-87eef0bd1e31,AT,,,Android,SOME,Experienced Trader,AdColony,2018-01-11 14:16:32.322,FUN_BUX,,,,
156,227b8547-e94c-4d92-9f9a-f04826d44c2c,AT,,,Android,NONE,Rookie Trader,Organic,2018-01-25 17:19:02.077,FUN_BUX,,,,
157,228708dd-f12c-43ac-b52b-7c67d7129a8b,AT,,,Android,NONE,Rookie Trader,Facebook Installs,2018-01-25 18:17:38.366,FUN_BUX,,,,
158,22bc9f44-f669-4c59-9afd-d506d3a683cc,AT,,,Android,NONE,Rookie Trader,Adwords UAC Installs,2018-01-20 08:08:41.080,FUN_BUX,,,,
159,22cd4813-3384-417c-b442-81210a740fc0,AT,,,Android,NONE,Rookie Trader,Facebook Installs,2018-01-16 00:19:41.778,FUN_BUX,,,,
